obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
54,1.2376607648319416e+18,118.470834677261,21.7316934985079,25.48248,22.46187,20.79686,19.87017,19.42093,3560,301,4,63,5.036176490477409e+18,GALAXY,0.4814946,4473,55589,95
55,1.237648705670152e+18,227.485848703373,0.848711666321955,21.90321,20.02714,19.35069,18.16459,17.48725,752,301,6,561,4.521883775597304e+18,STAR,-0.0001905284,4016,55632,981
56,1.2376619668905006e+18,176.63033148298,41.7747575185125,22.38796,21.93255,22.0782,21.79782,21.14082,3840,301,3,133,5.289701332424612e+18,QSO,0.224385,4698,55623,813
57,1.2376623367899712e+18,235.558894659988,34.8085429995744,22.8769,20.63913,19.78717,19.43091,19.37021,3926,301,4,63,1.2092278387147823e+19,STAR,-0.0008251792,10740,58223,412
58,1.2376623378719053e+18,252.903357563048,23.66200811858,20.14774,17.89309,16.90676,16.51698,16.29312,3926,301,6,188,2.4545143759904707e+18,STAR,6.269399e-05,2180,54613,191
59,1.2376623378722335e+18,253.375367682397,23.1189760637968,23.34403,21.07195,20.65139,20.57661,20.32549,3926,301,6,193,4.704160538724424e+18,STAR,-0.0006142713,4178,55653,548
60,1.2376648799511516e+18,144.997380753445,31.1370260955601,23.81076,22.78065,22.6168,22.51735,21.35181,4518,301,5,119,1.1760131316469e+19,GALAXY,0.9015565,10445,58158,388
61,1.2376637825946092e+18,17.8533130074301,-1.14809211100691,22.85109,20.07938,18.42522,17.81851,17.44323,4263,301,1,235,4.20638467943015e+18,GALAXY,0.2759615,3736,55214,82
62,1.2376648176690135e+18,161.188014717975,34.1157991960662,20.60575,18.60817,17.30394,16.79309,16.43096,4504,301,1,41,2.280075462023604e+18,GALAXY,0.1978648,2025,53431,466
63,1.2376543819792387e+18,141.913786240367,54.1027400983038,20.53785,19.56362,19.23296,19.13881,19.11988,2074,301,3,148,8.203473416319425e+18,STAR,1.953872e-05,7286,57096,606
64,1.237680276867908e+18,353.240525238842,27.1060084181691,21.52518,21.21724,21.11796,21.00678,20.56569,8103,301,4,56,8.669511055914064e+18,QSO,0.9166694,7700,58016,297
65,1.237661958299387e+18,217.195321228155,47.5102463320253,25.26977,24.13166,22.04747,21.02263,19.88561,3838,301,3,115,9.49594411859944e+18,GALAXY,0.8027812,8434,57484,379
66,1.2376581878514327e+18,84.0978318874771,0.0572575613904652,23.10056,21.81075,20.14517,18.6352,17.75389,2960,301,4,61,1.4018644694029043e+18,STAR,-3.858683e-06,1245,53770,433
67,1.2376646737928525e+18,204.616704571226,36.4593430356845,22.26743,21.54342,21.47468,21.4514,20.9686,4470,301,5,121,1.1547390935366392e+19,QSO,2.369316,10256,58193,587
68,1.2376802457352937e+18,347.108471854575,18.5522890312949,23.90953,20.74254,19.02501,18.38108,17.98526,8096,301,2,146,6.899518032290536e+18,GALAXY,0.3020811,6128,56236,12
69,1.237660958105928e+18,119.708463135635,23.037894351011,19.64737,18.06855,17.33947,16.97455,16.72031,3605,301,4,70,1.4232678197929185e+18,GALAXY,0.1189221,1264,52707,474
70,1.2376648520278346e+18,199.746674728325,35.6657131895185,20.87265,18.86092,17.60742,17.10932,16.73458,4512,301,1,27,2.277828342180768e+18,GALAXY,0.1911358,2023,53851,483
71,1.2376799982310528e+18,333.616990608951,-1.62115668291154,22.95182,23.76552,21.91687,20.58392,19.86518,8038,301,5,43,1.0298732751705364e+19,GALAXY,0.6027822,9147,58038,459
72,1.237664853102625e+18,202.743166298533,35.9586804963203,19.43306,17.85777,17.10015,16.66334,16.39792,4512,301,3,43,2.366654867361e+18,GALAXY,0.06461415,2102,54115,48
73,1.2376802972693962e+18,331.589189940425,18.3944500065278,23.0346,21.56587,20.49782,19.56968,19.2106,8108,301,2,62,5.653187785965984e+18,GALAXY,0.6125834,5021,55863,161
74,1.2376786195635907e+18,356.004499975311,2.96551824239713,23.05944,22.30274,20.24283,19.14862,18.59239,7717,301,5,303,4.819989418856438e+18,GALAXY,0.5334014,4281,55836,43
75,1.2376788584832704e+18,27.1579296049885,10.9893667547159,25.78092,23.2746,22.05525,20.51413,19.58251,7773,301,2,488,1.2444640256481057e+19,GALAXY,0.6624657,11053,58437,249
76,1.2376613618423567e+18,224.36517124311,40.1958878068653,23.4572,22.01731,20.39486,19.5559,19.07533,3699,301,4,215,5.816612050882025e+18,GALAXY,0.5607449,5166,56065,775
77,1.237673706650993e+18,112.092511031464,41.5054164405879,18.13743,16.88754,17.01498,17.13688,17.20848,6573,301,6,198,3.020896447240366e+18,STAR,-0.000273028,2683,54153,389
78,1.2376614343175053e+18,214.343624257117,43.4203495127917,24.37868,21.83592,20.46605,19.50824,19.07316,3716,301,3,178,6.822034071092484e+18,GALAXY,0.5597664,6059,56093,751
79,1.2376619668907628e+18,177.425183529461,41.8784297957474,22.89863,21.78218,21.16051,21.01237,21.16437,3840,301,3,137,9.43635801054723e+18,STAR,-0.0006673007,8381,57512,694
80,1.2376607734197133e+18,151.088273421576,39.8378989950608,23.16819,22.04746,20.99597,19.85866,19.39513,3562,301,4,30,5.140928063455123e+18,GALAXY,0.6250029,4566,55630,251
81,1.2376682718967237e+18,198.214392453763,19.3223679122662,18.47293,17.2273,16.47587,16.07054,15.76201,5308,301,3,45,2.9476472633981926e+18,GALAXY,0.1101895,2618,54506,150
82,1.237658206128374e+18,207.019060285334,49.0393530125629,22.16284,21.96764,21.92713,21.74586,21.99874,2964,301,6,417,8.366811367290984e+18,QSO,1.785759,7431,57162,906
83,1.2376654425936364e+18,205.64462833779,28.9015147977251,19.67554,18.27252,17.74659,17.56761,17.51954,4649,301,5,146,3.269704940553005e+18,STAR,-0.0001709407,2904,54574,333
84,1.2376634626081423e+18,352.71082782977,0.747779827505731,20.83327,19.91352,19.09637,18.78751,18.45107,4188,301,5,61,7.668508482727054e+17,GALAXY,0.2844652,681,52199,411
85,1.2376683314930647e+18,224.745145194965,13.0294269691888,18.94904,16.51908,15.46595,15.23585,14.54282,5322,301,2,101,3.0974155860958515e+18,GALAXY,0.1122286,2751,54243,236
86,1.2376543835885407e+18,136.595065397434,53.28262741108,20.30973,19.84188,19.72199,19.49282,19.38436,2074,301,6,128,8.206828575095282e+18,QSO,0.6859825,7289,57039,524
87,1.2376529479970327e+18,19.1501064097413,-9.35912736072015,18.67866,17.66523,17.2704,16.97441,16.83957,1740,301,4,148,7.432261913133978e+17,GALAXY,0.06598502,660,52177,481
88,1.2376514957583324e+18,120.899428549834,46.37879151224,22.24311,21.75019,21.66706,21.64262,21.68433,1402,301,3,104,4.15025955954048e+18,QSO,2.47032,3686,55268,700
89,1.2376546026449144e+18,167.853642189361,5.72231566859956,19.48421,17.75471,16.84667,16.41859,16.08707,2125,301,6,327,6.543183097050173e+17,GALAXY,0.1023785,581,52356,620
90,1.237659132214117e+18,232.274929627532,43.8355689863573,25.81543,22.54801,21.05424,19.96791,19.26485,3180,301,3,164,6.801692556373809e+18,GALAXY,0.5716244,6041,56102,477
91,1.2376612120438377e+18,215.277598907744,46.4463768185807,20.47606,19.46517,19.02218,18.8697,18.78265,3664,301,5,39,3.7291336818230313e+18,STAR,-0.0006721305,3312,54969,557
92,1.2376619491893576e+18,204.848192011804,11.2548671522003,19.0798,17.88754,17.62243,17.38089,17.25619,3836,301,2,371,1.9140612364676892e+18,GALAXY,0.05758755,1700,53502,114
93,1.2376677822825103e+18,147.80746338004,18.0345561049981,22.36307,18.57572,17.33089,16.80236,16.46679,5194,301,3,229,5.9922450136058e+18,GALAXY,0.1664945,5322,56003,748
94,1.237678597540872e+18,330.852104266203,2.39088080423449,17.76627,16.77135,16.4624,16.35024,16.33692,7712,301,4,135,1.2763280650221672e+19,STAR,-0.0001430144,11336,58429,288
95,1.237667430089753e+18,131.506951207766,17.2063325435216,22.65954,21.66101,20.12004,19.14935,18.68118,5112,301,3,146,5.951749729201445e+18,GALAXY,0.5138209,5286,56225,883
96,1.2376788761728788e+18,322.168475893938,8.92952817700421,24.36663,21.48597,19.63805,18.92114,18.43709,7777,301,3,74,4.603899368852183e+18,GALAXY,0.4089661,4089,55470,344
97,1.2376672540034995e+18,153.323145329584,26.0104738093339,23.48659,22.47807,20.21976,19.09785,18.4104,5071,301,3,259,7.280335809957615e+18,GALAXY,0.5425057,6466,56310,971
98,1.2376648176733391e+18,173.083484470833,36.0503691146354,20.48717,18.65513,17.44244,16.93577,16.54638,4504,301,1,107,2.3791826919930204e+18,GALAXY,0.1612661,2113,53468,568
99,1.2376613618339676e+18,199.303790104423,46.7368769650078,20.2489,18.39651,17.28609,16.8269,16.46424,3699,301,4,87,1.6450681832514785e+18,GALAXY,0.1343728,1461,53062,467
100,1.2376788595458703e+18,1.13033563212502,12.6829597371174,21.72005,21.60507,20.10479,19.21271,19.07267,7773,301,4,318,6.95374237282942e+18,GALAXY,0.4793732,6176,56264,671
101,1.2376793196293002e+18,7.20236315769461,10.7868264924305,26.41014,21.46293,19.53704,18.86707,18.38313,7880,301,5,90,6.975040736954964e+18,GALAXY,0.3705676,6195,56220,330
102,1.2376672105107297e+18,138.442392404672,20.911002174894,22.35319,21.11216,20.84158,20.71613,20.72121,5061,301,2,164,6.498719651778025e+18,STAR,-0.000259322,5772,56003,92
103,1.2376613618441262e+18,228.978811954554,38.2387798761216,23.73191,21.38638,20.10635,19.61194,19.44536,3699,301,4,242,1.5751637097041367e+18,GALAXY,0.5591161,1399,53172,108
104,1.237668733067592e+18,302.549977724605,-10.4137804641429,15.94796,14.73231,14.83944,14.94174,14.99723,5415,301,6,26,2.5931135893761167e+18,STAR,-0.0005100278,2303,54629,604
105,1.237657589781889e+18,167.241132094863,53.1148713284227,24.63465,21.2127,24.80203,21.04566,22.8269,2821,301,2,132,9.193190016633034e+18,STAR,-0.0001888063,8165,57374,790
106,1.2376593260247127e+18,237.195931129068,47.2767166943036,25.09405,23.88708,21.57443,20.21669,19.4343,3225,301,4,167,9.578272257362647e+18,GALAXY,0.7197343,8507,57878,879
107,1.2376623019001777e+18,221.133127363882,46.2822173528699,21.28589,20.86831,20.34261,19.99225,19.90762,3918,301,3,167,9.56002585535659e+18,QSO,1.487944,8491,57488,35
108,1.23766544152481e+18,217.752834891685,25.4900692905378,15.91502,14.6682,14.22121,13.9598,13.90802,4649,301,3,221,2.39929963750152e+18,GALAXY,0.01513689,2131,53819,25
109,1.2376786190341903e+18,13.1289893245986,2.48989654183662,23.33201,23.34889,22.12729,21.29343,21.37542,7717,301,4,417,1.0615161753875798e+19,GALAXY,0.8364559,9428,58101,645
110,1.2376650254420544e+18,185.325335036405,35.2192908480285,19.1098,18.0586,17.64106,17.48146,17.41167,4552,301,4,102,2.2508419229501624e+18,STAR,0.0002324205,1999,53503,611
111,1.2376662135397422e+18,21.0779133191141,29.4189322732911,22.2136,21.50623,21.29889,21.1115,20.58111,4829,301,1,138,8.699845209616569e+18,QSO,2.390168,7727,58152,60
112,1.237662195612976e+18,222.40286075734,36.9628214016007,22.69263,23.47811,21.00239,19.89354,19.38167,3893,301,5,369,5.825508199160371e+18,GALAXY,0.6280047,5174,56047,371
113,1.237651539260605e+18,237.622447587584,56.2887071245178,22.77775,21.14794,19.27057,18.56687,18.16141,1412,301,4,344,7.647210681478175e+18,GALAXY,0.3976927,6792,56432,358
114,1.2376593260205837e+18,225.661754732856,53.1188541255112,22.23364,20.20162,18.39948,17.79368,17.42801,3225,301,4,104,7.557109551688078e+18,GALAXY,0.3362432,6712,56421,252
115,1.2376704575089544e+18,46.1028108784143,36.5796575246447,19.04341,18.56368,18.582,18.65417,18.78101,5817,301,2,209,2.750606801127893e+18,STAR,-3.952821e-05,2443,54082,121
116,1.2376737109346885e+18,122.172151410137,-6.74540969184062,20.69294,19.24778,18.65091,18.40395,18.26098,6574,301,6,26,3.183021640292264e+18,STAR,0.0005103638,2827,54422,373
117,1.2376709664655278e+18,154.519280708323,18.2714802045352,18.27869,17.05346,16.57732,16.38014,16.3208,5935,301,6,254,3.578129226735395e+18,STAR,7.548402e-05,3178,54848,70
118,1.2376543819804183e+18,145.762843433309,55.6707483643246,21.99341,21.53926,21.21225,20.77555,20.21701,2074,301,3,166,8.200160037475473e+18,GALAXY,0.7369285,7283,57063,840
119,1.237663462608601e+18,353.765446564866,0.792582995122845,20.86398,18.48068,17.14258,16.62144,16.31392,4188,301,5,68,4.3249210470330566e+17,GALAXY,0.1872977,384,51821,533
120,1.237680267742807e+18,337.201862512706,17.5555554103168,23.77026,23.31951,21.58069,20.50978,19.83,8101,301,3,82,8.530988515747715e+18,GALAXY,0.544577,7577,56944,163
121,1.2376651296104123e+18,164.74962611485,34.2516406939606,21.8458,19.99748,18.46531,17.83496,17.38396,4576,301,6,337,5.214091491094583e+18,GALAXY,0.2775013,4631,55617,178
122,1.2376802419882724e+18,2.35153478005257,-7.83204763057655,20.91112,20.10941,19.74355,19.64619,19.64351,8095,301,3,315,3.5285978764668846e+18,GALAXY,0.6702235,3134,54806,100
123,1.23766556769557e+18,248.79039446198,12.9829036258708,25.38352,22.55001,21.37077,20.00716,19.37601,4678,301,6,314,2.4815367860403835e+18,STAR,6.295235e-05,2204,53877,194
124,1.2376786195778117e+18,28.6410755592339,2.91273783446416,22.58472,22.30941,20.59355,19.40044,18.86522,7717,301,5,520,4.807658940254149e+18,GALAXY,0.6516687,4270,55511,241
125,1.237680275799016e+18,5.77451340668995,26.8305404870985,26.82515,23.02231,21.06888,19.94425,19.44069,8103,301,2,130,7.070748007344657e+18,GALAXY,0.5545335,6280,56570,351
126,1.2376788584547615e+18,321.064334647229,8.56808089450782,23.07363,22.38762,20.71257,19.71765,19.18733,7773,301,2,53,4.5994752086379295e+18,GALAXY,0.5223478,4085,55452,633
127,1.2376515392603423e+18,236.692969351663,56.6819438693947,19.30994,18.17061,17.65676,17.32183,17.15329,1412,301,4,340,6.948204650168586e+17,GALAXY,0.1096869,617,52072,510
128,1.2376511913600614e+18,136.827347670762,55.1438916094885,20.48897,19.45565,19.18305,19.09705,19.17025,1331,301,4,219,8.205806304159358e+18,STAR,0.0004301548,7288,57039,901
129,1.2376614353924273e+18,218.228238187511,43.1212464491793,23.04654,23.90933,21.1487,19.73582,19.23407,3716,301,5,196,6.819675893629475e+18,GALAXY,0.6480817,6057,56099,364
130,1.237667536399959e+18,158.007644981634,21.2973223007641,23.57454,22.69899,20.9276,19.73295,19.19094,5137,301,1,295,6.612641701336209e+18,GALAXY,0.605198,5873,56035,842
131,1.2376582061297503e+18,211.549946435696,47.9596981938793,20.66743,20.57563,20.50879,20.31628,20.41644,2964,301,6,438,9.569233164771285e+18,QSO,1.918808,8499,57431,763
132,1.2376727633628372e+18,340.389911102273,31.5732933005169,21.87406,20.20657,18.54309,17.94081,17.55575,6354,301,1,107,7.327532075476867e+18,GALAXY,0.3380295,6508,56535,638
133,1.2376634792599882e+18,336.107087811976,0.133393901158241,25.05976,22.30019,21.75559,21.0134,20.9371,4192,301,4,196,4.730180477872527e+18,GALAXY,1.594138e-05,4201,55443,1000
134,1.237670961624449e+18,38.1355186284966,27.1158861450282,18.20262,16.49808,15.7602,15.45323,15.28957,5934,301,5,113,3.555663729372799e+18,STAR,-0.0002690813,3158,54794,261
135,1.237667292123104e+18,156.919830781275,24.0208716366924,25.33002,22.39794,20.66899,19.72866,19.20076,5080,301,2,286,7.277896543394617e+18,GALAXY,0.4971193,6464,56309,289
136,1.2376569063526897e+18,354.599301036261,-0.91509977018265,21.66971,20.66644,19.78983,19.36944,18.97196,2662,301,1,246,7.678879680849777e+17,GALAXY,0.2790452,682,52525,88
137,1.2376613875988564e+18,189.913275389934,57.7450280352318,23.68942,22.04322,20.63281,19.20432,18.49811,3705,301,4,12,1.4818569475389133e+18,STAR,-0.0001391493,1316,52790,628
138,1.237678617433539e+18,35.9012837333612,0.923668713847825,22.89651,21.58317,21.10698,20.98769,21.13608,7717,301,1,569,2.965744393513888e+18,GALAXY,0.1159699,2634,54110,451
139,1.237660635982791e+18,125.324417700674,29.2991672417533,21.47953,20.77097,20.65826,20.25345,20.13523,3530,301,4,61,5.010329994943288e+18,QSO,0.6615808,4450,55540,274
140,1.2376651269497815e+18,227.698976036331,25.915146973866,19.96006,19.65578,19.40694,18.97923,18.97099,4576,301,1,699,2.428652481891297e+18,QSO,1.765605,2157,54242,314
141,1.2376802462767516e+18,358.203949871284,19.7204905695053,19.61673,17.53772,16.52474,16.04299,15.64182,8096,301,3,216,6.89856640561423e+18,GALAXY,0.07879633,6127,56274,646
142,1.2376685043651715e+18,245.377199374333,57.8983708497819,24.95303,22.46981,20.51802,19.58233,19.13669,5362,301,4,96,7.854300673181243e+18,GALAXY,0.508373,6976,56448,83
143,1.2376622240562555e+18,153.17530683915,34.6146531410741,25.71227,23.78479,21.88324,20.45017,19.56262,3900,301,2,203,9.971037594883215e+18,GALAXY,0.9762665,8856,57453,247
144,1.237659133288055e+18,233.514458055137,44.2863726327759,21.57058,19.97633,18.34817,17.77821,17.50242,3180,301,5,167,6.801649400542418e+18,GALAXY,0.2807417,6041,56102,320
145,1.2376613623745093e+18,211.2238162913,44.8681947618148,25.54357,21.52792,19.94371,18.82227,18.32683,3699,301,5,143,6.817480993592859e+18,GALAXY,0.5579413,6055,56102,571
146,1.237665530652e+18,245.418748843986,13.4252606394204,24.58521,22.23799,20.42517,19.471,19.10856,4670,301,1,322,4.579212582200826e+18,GALAXY,0.4836766,4067,55361,646
147,1.2376503720954435e+18,186.581661126666,-1.40507139786576,22.40749,21.7612,21.46892,21.85729,21.11378,1140,301,6,225,4.3313931104690074e+18,QSO,1.313601,3847,55588,204
